Timestamp,Angkatan,Fakultas,Region,Apakah Anda pernah berpartisipasi dalam forum diskusi selama perkuliahan?,Saya secara aktif berkontribusi dalam diskusi forum BINUS daripada hanya membaca postingan.,Saya sering kembali membuka forum diskusi di Binusmaya sebelumnya ketika mempersiapkan diri untuk ujian.,Saya merasa topik yang dibahas di forum Binusmaya terkadang kurang relevan atau terlalu kaku untuk membuat saya tertarik.,Saya merasa forum diskusi Binusmaya memberi saya ruang untuk mengenal perspektif mahasiswa dari latar belakang yang berbeda.,Saya merasa nyaman mengungkapkan pemikiran saya dalam diskusi berbasis forum.,Diskusi forum membantu saya memahami konsep yang tidak saya mengerti dari perkuliahan.,"Saya lebih nyaman berdiskusi melalui forum tulis (asinkron), seperti Binusmaya, dibandingkan pertemuan langsung (sinkron), seperti Zoom atau Microsoft Teams.","Saya berpartisipasi dalam diskusi forum Binusmaya karena merasa bermanfaat dan membantu saya tetap terlibat dalam kursus saya, bukan hanya karena tugas atau absensi.",Forum membantu menciptakan rasa komunitas dalam perkuliahan daring.,Pembelajaran berbasis forum memiliki dampak positif terhadap nilai akademik saya.,Diskusi forum membantu saya memahami dan mengingat konsep perkuliahan dengan lebih baik.,Saya biasanya mendapatkan jawaban atau umpan balik yang memadai dari dosen di forum dalam waktu yang saya butuhkan.,Saya menerapkan konsep dari diskusi forum dalam tugas dan ujian saya.,Respon dari dosen dalam forum secara signifikan meningkatkan pengalaman belajar saya.,Saya lebih memilih mempelajari materi melalui forum diskusi dibandingkan menonton video pembelajaran.,Saya lebih memilih forum diskusi dibandingkan mengikuti online course mandiri.,"Saya lebih memilih forum diskusi dibandingkan mengikuti online course mandiri seperti Coursera, edX, atau platform sejenis.","Menurut Anda, apa saja faktor yang dapat menciptakan suasana pembelajaran yang optimal?",Lingkungan seperti apa yang paling membantu Anda untuk fokus belajar?,Apa jenis aktivitas belajar yang paling sesuai dengan gaya belajar Anda?,"Apakah Anda merasa bahwa forum pembelajaran asinkron memberikan kesempatan yang setara bagi semua mahasiswa untuk terlibat, atau ada kelompok tertentu yang lebih banyak mendapat keuntungan?",Apa faktor yang menurut Anda paling berkontribusi terhadap keterlibatan Anda dalam pembelajaran berbasis forum asinkron di BINUS?,"Dalam pandangan Anda, bagaimana forum pembelajaran asinkron dapat ditingkatkan agar lebih menarik dan bermanfaat bagi mahasiswa?"
06/05/2025 03:29:20,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,2.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,,"Kolaborasi dengan teman sekelas, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","Tidak, biasa saja",Absensi dan nilai,-
06/05/2025 06:11:29,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan","Saya pikir, semua setara untuk mahasiswa",Topik diskusi yang relevan,Memberikan topik diskusi yang sesuai konteks dan aplikatif
06/05/2025 08:26:03,B28 (Binusian 2028),School of Accounting,Kemanggisan,Ya,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Diskusi dan debat tertulis, Membuat mind map atau visualisasi konsep",Sementara ini masih setara,"Sejujurnya,saya masih lebih baik sinkronus,karena setidaknya ada semangat dalam mengerjakannya","Ada deadline yang jelas dan terjadwal,kadang deadline kurang tersampaikan"
06/05/2025 09:58:28,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,,"Interaksi aktif dengan dosen, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",harusnya seyara untuk semua orang,kebutuhan untuk memenuhi absensi dan tugas kuliah,-
06/05/2025 10:25:02,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,,"Fleksibilitas waktu belajar, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",Tidak sepenuhnya setara karena mahasiswa yang aktif secara mandiri dan terbiasa berdiskusi tertulis lebih mudah terlibat dibanding yang pasif atau kurang percaya diri,Lingkungan yang suportif dan adanya kejelasan arahan dari dosen sangat membantu saya lebih aktif,Bisa lebih menarik jika ada balasan dari dosen secara personal dan forum dibuat lebih ringan seperti diskusi santai tapi tetap fokus pada materi
06/05/2025 10:28:04,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","menurut saya kesempatan yang diberikan setara karena semuanya sama sama bisa mengakses forum, membaca materi di forum dan menyelesaikan forum",Menurut saya faktor yang paling berkontribusi adalah kewajiban mengerjakan agar mendapatkan nilai ,"Mungkin dosen bisa memberikan penjelasan tambahan, jadi para mahasiswa tidak hanya membaca dan memahami materi forum tetapi juga mendapatkan penjelasan materiny"
06/05/2025 12:25:54,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,,"Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain",Mengikuti kuis interaktif atau latihan soal,Menurut saya semua mendapat kesempatan yang sama,Absensi,Dibuat untuk latihan soal yang membantu memahami
06/05/2025 17:52:15,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,"Interaksi aktif dengan dosen, Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","Forum pembelajaran asinkron dapat memberikan kesempatan yang lebih setara bagi semua mahasiswa untuk terlibat, karena setiap orang memiliki waktu untuk berpikir, mencari referensi, dan menyusun jawaban tanpa tekanan waktu. Ini sangat membantu bagi mahasiswa yang mungkin kurang percaya diri berbicara langsung atau butuh waktu lebih lama untuk memahami materi.

Namun, dalam praktiknya, tidak semua mahasiswa mendapat keuntungan yang sama. Mahasiswa yang memiliki akses internet yang baik, disiplin waktu, dan motivasi tinggi cenderung lebih aktif dan mendapatkan manfaat lebih besar. Sebaliknya, mahasiswa yang kurang terbiasa belajar mandiri atau menghadapi kendala teknis mungkin tertinggal.

Jadi, meskipun secara konsep forum asinkron menjanjikan kesetaraan, implementasinya tetap bergantung pada kondisi individu dan dukungan sistem pembelajaran. 
","Kualitas pertanyaan dan topik diskusi yang relevan dengan konteks nyata atau kebutuhan mahasiswa. Ketika topik menarik dan aplikatif, mahasiswa cenderung lebih termotivasi untuk berdiskusi.","1.Topik diskusi yang kontekstual dan relevan
   Gunakan kasus nyata, isu terkini, atau skenario yang dekat dengan kehidupan mahasiswa agar mereka merasa lebih terhubung dan tertarik untuk berdiskusi.

2. Penggunaan media pendukung
   Sertakan video pendek, infografik, atau ilustrasi untuk memperkaya diskusi dan mempermudah pemahaman konsep yang kompleks.

3. Interaksi aktif dari dosen atau moderator
   Dosen sebaiknya memberikan pertanyaan lanjutan, menanggapi komentar mahasiswa, atau merangkum poin penting agar diskusi lebih hidup dan terarah.

4. Pemberian penghargaan
   Misalnya, menampilkan “kontributor terbaik minggu ini” atau memberikan poin partisipasi untuk mendorong keaktifan.

5. Kolaborasi kelompok kecil
   Diskusi dalam kelompok kecil dapat membuat mahasiswa lebih nyaman dan berani menyampaikan pendapatnya, terutama yang kurang percaya diri di forum besar.

6. Integrasi dengan tugas atau penilaian akhir
   Jika diskusi forum memiliki dampak nyata pada nilai atau tugas akhir, mahasiswa cenderung lebih termotivasi untuk berpartisipasi dengan serius.

"
06/05/2025 19:58:13,B27 (Binusian 2027),Faculty of Humanities,Bekasi,Ya,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,"Interaksi aktif dengan dosen, Fleksibilitas waktu belajar, Forum diskusi yang aktif","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Membuat mind map atau visualisasi konsep","Forum pembelajaran asinkron bisa memberikan kesempatan yang setara, karena semua mahasiswa punya waktu untuk berpikir dan merespons. Namun, mahasiswa yang lebih terampil dalam menulis atau lebih percaya diri secara digital cenderung lebih diuntungkan dibanding mereka yang kurang terbiasa atau memiliki keterbatasan akses internet.","Faktor paling berkontribusi adalah kejelasan instruksi dan pertanyaan dari dosen, serta adanya umpan balik yang aktif. Lingkungan yang mendukung dan topik yang relevan juga sangat mempengaruhi keterlibatan.","Forum pembelajaran asinkron bisa ditingkatkan dengan:

1.Topik yang relevan dan menantang, bukan sekadar pertanyaan hafalan.
2.Umpan balik cepat dan berkualitas dari dosen atau asisten.
3.Interaksi antarmahasiswa yang difasilitasi, seperti balasan wajib atau diskusi kelompok kecil.
4.Penggunaan media pendukung seperti video pendek atau ilustrasi.

"
06/05/2025 20:29:38,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,2.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain",Membuat mind map atau visualisasi konsep,"menurut saya forum pembelajaran tidak memberikan meberikan dampak yang signifikan pada mahasiswa pada saat ini, dikarenakan banyak dari mereka yang melakukan diskusi melalui jawaban dari chatgpt dan sebagainya",menurut saya hingga saat ini belum ada hal yang dapat membuat saya aktif untuk terlibat dalam pembelajaran berbasis forum,"mungkin jika ingin dilakukan pembelajaran melalui forum, alangkah baiknya diberikan penjelasan materi untuk sesi tersebut Hal tersebut bertujuan agar diskusi yang dilakukan oleh mahasiswa bisa mendapatkan hasil yang maksimal"
07/05/2025 15:20:32,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,Fleksibilitas waktu belajar,Ruangan yang tenang tanpa gangguan,Diskusi dan debat tertulis,"ya, setara",mahasiswa ikut aktif dalam membalas forum pembelajaran,dibikin forumnya berprogress seperti mendapat achievment dalam game
07/05/2025 15:32:33,B27 (Binusian 2027),Faculty of Engineering,Alam Sutera,Ya,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di tempat dengan pencahayaan alami","Diskusi dan debat tertulis, Membaca materi mandiri, Menonton video penjelasan","Forum asinkron memberi peluang setara, tapi lebih menguntungkan bagi yang punya akses teknologi dan manajemen waktu baik.",Fleksibilitas waktu dan topik diskusi yang menarik.,"
Dengan topik yang relevan, umpan balik aktif, dan interaksi lebih antar mahasiswa."
07/05/2025 19:30:49,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,,"Interaksi aktif dengan dosen, Akses materi belajar yang jelas dan lengkap, Forum diskusi yang aktif","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di tempat dengan pencahayaan alami","Membaca materi mandiri, Menonton video penjelasan, Membuat mind map atau visualisasi konsep","So far si iya, semua mahasiswa bisa terlibat karena semua bisa posting semaunya","Jujur pake forum cuma buat reply GLSC dosen, tapi di luar hal itu palingan kalo forumnya aktif dan asik bisa ikut nimbrung(?)","Buat lebih aktif, informatif, interaktif, dan asik aja"
07/05/2025 21:51:17,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Interaksi aktif dengan dosen,Belajar sambil mendengarkan musik,Membaca materi mandiri,"tidak setara karena ada beberapa mahasiswa yang malas untuk mengecek forum diskusi, sehingga tidak mendapatkan benefit yang sama dengan mahasiswa yang mengecek forum diskusinya",dapat mengetahui berbagai sudut pandang dari jawaban orang-orang yang merespons forum tersebut,memberikan reward kepada mahasiswa yang memberikan jawaban terbaik
08/05/2025 09:52:31,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan)",Menonton video penjelasan,Ya,-,-
08/05/2025 12:34:07,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,5.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di tempat dengan pencahayaan alami","Diskusi dan debat tertulis, Membaca materi mandiri, Menonton video penjelasan",iya setara,absensi dan terkadang materi yang diberikan dosen di forum bisa dipakai sebagai materi latihan soal untuk ujian,"tidak semerta-merta untuk tugas saja (soal minta jawaban) mugkin bisa secara nyata diskusi dengan dosen, jadi dosen juga bisa reply"
09/05/2025 00:38:05,B27 (Binusian 2027),Binus Business School Undergraduate Program,Bekasi,Ya,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",setara,lingkungan ,menciptakan lingkungan belajar yang tenang
11/05/2025 22:51:54,B27 (Binusian 2027),School of Design,Alam Sutera,Ya,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,,"Fleksibilitas waktu belajar, Umpan balik cepat dari dosen, Lingkungan belajar yang tenang","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik, Belajar di tempat dengan pencahayaan alami","Membaca materi mandiri, Mengikuti kuis interaktif atau latihan soal, Membuat mind map atau visualisasi konsep",setara,absensi,lebih interaktif dan bukan one way communication
13/05/2025 15:58:30,B27 (Binusian 2027),School of Information Systems,Kemanggisan,Ya,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik","Membaca materi mandiri, Menonton video penjelasan, Membuat mind map atau visualisasi konsep",Forum pembelajaran sangat bermanfaat bagi mahasiswa untuk mendapatkan wawasan,seperti saat dosen memberikan pertanyaan yang menarik pada materinya ,"Dengan video, seperti discord"
13/05/2025 15:59:02,B27 (Binusian 2027),Binus Business School Undergraduate Program,Kemanggisan,Ya,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Umpan balik cepat dari dosen","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Diskusi dan debat tertulis, Mengikuti kuis interaktif atau latihan soal","ya, memberikan kesempatan yang setara ","menurut saya, faktor yang paling berkontribusi untuk hal ini yaitu keterlibatan dan antusiasme mahasiswa dalam pembelajaran",mungkin dibuat lebih menarik dalam tampilan UI dan UX yang mengasikan 
13/05/2025 16:22:29,B27 (Binusian 2027),School of Computer Science,Alam Sutera,Ya,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","Forum pembelajaran asinkron dapat memberikan kesempatan yang setara karena fleksibel, namun mahasiswa yang memiliki akses internet stabil, keterampilan teknologi, dan manajemen waktu yang baik cenderung lebih diuntungkan.","Faktor yang paling berkontribusi adalah topik diskusi yang relevan dan menarik, serta adanya umpan balik aktif dari dosen atau teman sekelas yang mendorong partisipasi lebih lanjut.","Forum pembelajaran asinkron dapat ditingkatkan dengan menghadirkan topik yang kontekstual dan aplikatif, memperjelas panduan diskusi, memberikan umpan balik yang cepat, serta memanfaatkan media interaktif seperti video pendek atau infografis untuk mendukung materi."
13/05/2025 18:58:12,B27 (Binusian 2027),Faculty of Humanities,Kemanggisan,Ya,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,,"Interaksi aktif dengan dosen, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di malam hari ketika tidak ada gangguan lain","Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal, Membuat mind map atau visualisasi konsep","Iyaa saya merasa jika melakukan pembelajaran secara asinkron akan ada beberapa individu yang aktif dan pasif, jadinya terkadang pembelajar asinkron ini kurang efektif bagi beberapa individu. Karena di anggap sangat fleksible dan tidak diwajibkan",Sebagai absensi dan penilaian GSLC,"Mungkin yang utama moderatornya harus aktif terlibat dahulu, kemudian di dalam forum pembelajaran adinkron ini juga bisa ditambahkan desain yang interaktif dan terstruktur, lalu bisa di tambahin seperti video pendek, infografik, atau podcast sebagai bagian dari diskusinya,  serta dapat menggunakan sistem gamifikasi."
14/05/2025 09:59:25,B27 (Binusian 2027),School of Information Systems,Kemanggisan,Ya,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Umpan balik cepat dari dosen","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di malam hari ketika tidak ada gangguan lain","Diskusi dan debat tertulis, Mengikuti kuis interaktif atau latihan soal",Forum pembelajaran asinkron bisa memberikan kesempatan yang setara karena memungkinkan mahasiswa belajar dan berpartisipasi sesuai waktu dan kecepatan masing-masing.,"Faktor utama yang mendorong keterlibatan di forum asinkron BINUS adalah fleksibilitas waktu, topik diskusi yang menarik, serta dukungan dan umpan balik aktif dari dosen. Selain itu, jika partisipasi di forum turut dinilai, mahasiswa cenderung lebih termotivasi untuk aktif.","Forum pembelajaran asinkron dapat ditingkatkan dengan menyajikan topik yang relevan dan kontekstual, menggunakan media pendukung seperti video atau infografis, serta memberikan umpan balik yang cepat dan membangun dari dosen. "
14/05/2025 16:46:19,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,"Interaksi aktif dengan dosen, Akses materi belajar yang jelas dan lengkap, Forum diskusi yang aktif","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di tempat dengan pencahayaan alami","Membaca materi mandiri, Menonton video penjelasan",Ya kesempatan yang setara,Whether or not it is useful to begin with ,Tambahan pendapat dosen untuk jawaban kita
16/05/2025 12:40:46,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,,"Interaksi aktif dengan dosen, Fleksibilitas waktu belajar, Umpan balik cepat dari dosen","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik, Belajar di tempat dengan pencahayaan alami","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","Forum asinkron cocok bagi mahasiswa yang bisa belajar sendiri, tetapi mungkin ada mahasiswa yang kurang bisa memahami materi secara mandiri jadi pembelajaran berbasis forum tidak cocok bagi semua orang.",Kejelasan pertanyaan dalam forum.,Pertanyaan yang diberikan memang relevan dengan topik pembelajaran dan disesuaikan dengan level mahasiswa.
18/05/2025 23:16:37,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,,"Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Membuat mind map atau visualisasi konsep","Menurut saya forum diskusi memberikan kesempatan yang setara, hanya saja masih ada mahasiswa yang tidak berani mengungkapkan pendapatnya melalui forum karena takut salah.",Absensi.,Diberikan kesempatan untuk memberikan pendapat secara anonim (namun tetap disertai filter agar sopan).
18/05/2025 23:30:34,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,1.0,2.0,,Akses materi belajar yang jelas dan lengkap,Ruangan yang tenang tanpa gangguan,"Diskusi dan debat tertulis, Membaca materi mandiri, Menonton video penjelasan",Ada kelompok tertentu yang lebih banyak mendapatkan keuntungan karena tidak semua orang dapat dengan mudah mengerti materi hanya dari forum pembelajaran.,"Kontribusi dan kemauan pribadi dalam belajar dan berlatih dari sumber - sumber lain, seperti youtube, soal - soal google, dan lain sebagainya.","Dosen yang aktif serta mahasiswa yang aktif dalam belajar bersama, sehingga dapat menciptakan lingkungan belajar yang nyaman."
18/05/2025 23:32:00,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",Ya,Absensi,Tidak tahu
18/05/2025 23:43:13,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,"Interaksi aktif dengan dosen, Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan","Iya, karena pembelajaran asinkron memungkinkan mahasiswa untuk mengakses materi dan berdiskusi kapan saja, tanpa dibatasi oleh waktu dan tempat. Selain itu, forum ini memberi ruang bagi mahasiswa yang pemalu atau kurang percaya diri untuk menyampaikan pendapatnya secara tertulis tanpa tekanan langsung. Dengan waktu berpikir yang lebih panjang, mahasiswa bisa menyusun argumen dengan lebih matang. Meskipun ada tantangan seperti akses internet atau kemampuan menulis yang berbeda beda, tapi forum asinkron memberi peluang yang lebih merata untuk keterlibatan semua mahasiswa.","Faktor yang paling berkontribusi adalah fleksibilitas waktu, karena saya bisa belajar dan berdiskusi sesuai jadwal saya sendiri tanpa tekanan waktu langsung.","Dosen bisa memberikan topik diskusi yang relevan dan menantang, serta memberikan umpan balik cepat. Menambahkan multimedia seperti video juga membantu menjaga minat mahasiswa. Dan mendorong partisipasi semua mahasiswa agar suasana diskusi lebih inklusif dan aktif."
19/05/2025 08:37:17,B28 (Binusian 2028),School of Accounting,Alam Sutera,Ya,4.0,4.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Membuat mind map atau visualisasi konsep",semua mahasiswa bisa terlibat dengan mudah,"absensi, urgensi, materi yang memadai",dibuat lebih interaktif dan dosen bisa memberikan umpan balik
19/05/2025 08:56:17,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","asinkron memberikan kesempatan yang setara karena semua orang diberikan platform, kewajiban, dan juga syarat yang sama",faktor bahwa forum merupakan salah satu requiremen agar bisa terabsen di sesi GSLC,dosen harus memberikan feedback/jawaban dari soal yang diberikan di forum
